"Player","Season","Position","Min","Off. g+","g+ Boost","Off. Net g+","Def. g+","g-","Def. Net g+","Net g+","League"
"Donald Smith","2017","FB","58","0.1","0.01","0.1","-0.01","-0.06","-0.07","0.03","MLS"
"Amandine Henry","2017","CM","1728","0.05","-0.04","0.01","0.01","0.01","0.02","0.03","NWSL"
"Carlos Rivas","2017","ST","2115","0","0.02","0.02","0","0.01","0.01","0.03","MLS"
"Lindsey Horan","2017","DM","2276","0.07","-0.03","0.04","-0.02","0.01","-0.01","0.03","NWSL"
"Andrea Pirlo","2017","DM","1141","0.03","-0.02","0.02","-0.02","0.04","0.01","0.03","MLS"
"Sarah Gorden","2017","CB","242","-0.03","0","-0.03","0.01","0.04","0.05","0.03","NWSL"
"Kealia Watt","2017","W","921","0.06","0","0.06","-0.01","-0.02","-0.03","0.03","NWSL"
"Fafa Picault","2017","W","2017","0","-0.01","-0.01","0.04","0","0.03","0.03","MLS"
"Chris Mavinga","2017","CB","2162","0","0","0","-0.03","0.05","0.02","0.03","MLS"
"Chad Marshall","2017","CB","2546","0.01","-0.01","0","0","0.03","0.03","0.03","MLS"
"Ilie Sánchez","2017","DM","3231","0.02","0","0.02","-0.02","0.03","0.01","0.03","MLS"
"Sofia Huerta","2017","ST","2114","0.02","0","0.02","0","0","0","0.03","NWSL"
"Maddie Bauer","2017","CB","179","0","0.02","0.02","0.03","-0.02","0.01","0.03","NWSL"
"Mônica","2017","CB","1400","-0.02","0","-0.02","-0.02","0.06","0.05","0.03","NWSL"
"Jahmir Hyka","2017","W","1992","-0.02","0.06","0.04","-0.01","0","-0.02","0.03","MLS"
"Toni Pressley","2017","CB","1360","0.05","0.01","0.06","-0.07","0.03","-0.04","0.03","NWSL"
"Ashtone Morgan","2016","W","192","0.1","-0.01","0.08","-0.05","0","-0.05","0.03","MLS"
"Marcelo Sarvas","2016","DM","2404","0.02","0.01","0.04","0","0","0","0.03","MLS"
"Sean Davis","2016","DM","1259","-0.01","0.02","0.01","0.01","0.01","0.03","0.03","MLS"
"Kiersten Dallstream","2016","W","325","-0.1","0.04","-0.06","0.05","0.04","0.09","0.03","NWSL"
"Mauro Díaz","2016","AM","2300","0.07","-0.04","0.03","-0.02","0.02","0","0.03","MLS"
"Gyasi Zardes","2016","ST","1738","0","0.02","0.02","0.01","0","0.01","0.03","MLS"
"Nélson Haedo Valdez","2016","ST","993","0.06","-0.02","0.05","-0.01","-0.01","-0.02","0.03","MLS"
"Pedro Morales","2016","DM","2211","0.04","0.02","0.06","-0.02","-0.01","-0.02","0.03","MLS"
"Aurélien Collin","2016","CB","2258","0","0.03","0.03","-0.01","0.01","0","0.03","MLS"
"Ellie Brush","2016","CB","1435","-0.05","0.01","-0.03","-0.01","0.08","0.07","0.03","NWSL"
"Matías Pérez García","2016","W","1761","-0.02","0.02","0","0.02","0.01","0.03","0.03","MLS"
"Chris Pontius","2016","W","2705","0.07","-0.03","0.04","-0.02","0.01","-0.01","0.03","MLS"
"Seth Sinovic","2016","FB","577","0.01","0","0.01","0","0.02","0.02","0.03","MLS"
"Steph Catley","2016","FB","1071","0","0","0","-0.02","0.05","0.03","0.03","NWSL"
"Kim Little","2016","DM","1930","-0.03","0.02","-0.02","0","0.04","0.04","0.03","NWSL"
"Ken Tribbett","2016","CB","1874","0.04","0.02","0.05","0","-0.02","-0.02","0.03","MLS"
"Marlon Hairston","2016","W","1348","0","0","0","0.02","0.01","0.03","0.03","MLS"
"Kei Kamara","2016","ST","2861","0.05","-0.01","0.04","0","-0.01","-0.02","0.03","MLS"
"Robbie Rogers","2016","FB","1802","-0.01","0.01","0","0.03","0","0.03","0.03","MLS"
"Rodrigo Ramos","2016","FB","1604","-0.01","-0.02","-0.03","0.05","0","0.05","0.03","MLS"
"Je-Vaughn Watson","2016","FB","1851","0.01","-0.01","0","0","0.03","0.03","0.03","MLS"
"Mohammed Saeid","2016","DM","2141","-0.01","0.05","0.04","-0.02","0.01","-0.02","0.03","MLS"
"Marc Burch","2016","FB","2631","-0.02","0.01","0","0","0.03","0.03","0.03","MLS"
"Conor Donovan","2015","CB","14","0.03","0.03","0.06","-0.18","0.16","-0.02","0.03","MLS"
"Cameron Porter","2015","ST","45","-0.03","-0.01","-0.04","0.03","0.05","0.08","0.03","MLS"
"Marco Donadel","2015","DM","2134","-0.02","0.05","0.03","0.01","0","0.01","0.03","MLS"
"Brek Shea","2015","FB","1581","-0.04","0.04","-0.01","0.02","0.02","0.04","0.03","MLS"
"Saad Abdul-Salaam","2015","FB","1184","-0.01","0.01","-0.01","0.05","-0.01","0.04","0.03","MLS"
"Sebastian Lletget","2015","W","1528","-0.01","0.01","0","0.03","0","0.03","0.03","MLS"
"Ethan Finlay","2015","W","2957","0.04","0.01","0.05","-0.01","-0.01","-0.02","0.03","MLS"
"Darren Mattocks","2015","W","944","0.04","-0.01","0.03","0","0","0","0.03","MLS"
"Leonardo González","2015","FB","789","0.03","-0.01","0.02","-0.03","0.05","0.02","0.03","MLS"
"Sean St Ledger","2015","CB","2436","0.01","-0.01","0.01","-0.02","0.04","0.02","0.03","MLS"
"Víctor Cabrera","2015","CB","1867","-0.03","-0.01","-0.05","0.04","0.04","0.08","0.03","MLS"
"Benny Feilhaber","2015","CM","2944","0.04","-0.01","0.03","-0.01","0.01","0","0.03","MLS"
"Tommy Thompson","2015","CM","546","0.06","0","0.06","-0.02","-0.01","-0.03","0.03","MLS"
"Kevin Ellis","2015","CB","2514","0.02","0","0.02","0","0","0.01","0.03","MLS"
"Robbie Keane","2015","ST","2217","0.04","0","0.04","-0.01","0","-0.01","0.03","MLS"
"Darwin Cerén","2015","DM","2432","0.02","0.01","0.02","0.01","0","0.01","0.03","MLS"
"Cristian Higuita","2015","DM","2382","-0.01","0","-0.01","0.04","-0.01","0.03","0.03","MLS"
"Raúl Rodríguez","2015","CB","2551","-0.02","0","-0.03","0.01","0.04","0.05","0.03","MLS"
"Jozy Altidore","2015","ST","1916","0.05","-0.01","0.04","-0.01","0","-0.01","0.03","MLS"
"Jeff Larentowicz","2015","CB","2814","-0.01","0","-0.01","0.04","0","0.04","0.03","MLS"
"Daigo Kobayashi","2015","DM","1217","-0.03","0.05","0.03","0","0","0","0.03","MLS"
"Héctor Jiménez","2015","FB","1211","0.01","0.05","0.06","-0.02","-0.02","-0.04","0.03","MLS"
"C.J. Sapong","2015","ST","2048","0","0.02","0.02","0","0","0","0.03","MLS"
"Mix Diskerud","2015","CM","2218","0","0.01","0.01","0.03","-0.02","0.01","0.03","MLS"
"David Horst","2015","CB","2814","-0.01","0.01","0","0","0.03","0.03","0.03","MLS"
"Andy Dorman","2015","DM","1216","0","0.01","0.01","0.02","-0.01","0.02","0.03","MLS"
"Chris Schuler","2015","CB","493","-0.06","0.01","-0.05","0.08","0","0.08","0.03","MLS"
"Andrew Wiedeman","2014","W","122","0.09","-0.01","0.08","0.02","-0.07","-0.04","0.03","MLS"
"Roy Miller","2014","FB","2090","0.06","0","0.06","-0.01","-0.01","-0.03","0.03","MLS"
"Futty Danso","2014","CB","1192","0","0.01","0.01","0.04","-0.01","0.03","0.03","MLS"
"Tommy McNamara","2014","ST","492","0.09","-0.01","0.09","-0.01","-0.04","-0.05","0.03","MLS"
"Dominic Oduro","2014","W","2263","0.06","-0.01","0.04","-0.01","0","-0.01","0.03","MLS"
"Chris Pontius","2014","W","299","0.07","0","0.07","-0.01","-0.03","-0.04","0.03","MLS"
"Carlos Bocanegra","2014","CB","1759","-0.02","0.03","0.01","0","0.02","0.02","0.03","MLS"
"Osvaldo Alonso","2014","CM","3185","0.05","-0.04","0.01","0.03","-0.01","0.02","0.03","MLS"
"Baggio Husidic","2014","CM","2334","0","0.01","0","0.01","0.01","0.03","0.03","MLS"
"Mike Magee","2014","ST","1629","0","0.03","0.03","0.01","-0.02","0","0.03","MLS"
"Soony Saad","2014","W","1011","0.04","-0.01","0.02","0.02","-0.01","0.01","0.03","MLS"
"Wil Trapp","2014","DM","2673","0.01","0","0.01","0.03","-0.01","0.02","0.03","MLS"
"DeAndre Yedlin","2014","FB","2396","0.02","-0.03","-0.01","0.03","0.01","0.04","0.03","MLS"
"Seth Sinovic","2014","FB","2993","0.01","0.02","0.03","-0.01","0.01","0","0.03","MLS"
"Felipe","2013","CM","2505","0.03","0.02","0.06","-0.02","0","-0.02","0.03","MLS"
"Ty Harden","2013","FB","637","0.01","0.01","0.02","0.01","0.01","0.02","0.03","MLS"
"Omar Cummings","2013","ST","238","0.04","-0.01","0.03","0.01","0","0","0.03","MLS"
"Cam Weaver","2013","ST","806","0.07","0","0.07","-0.01","-0.02","-0.03","0.03","MLS"
"Michel","2013","DM","2479","0.01","0.04","0.05","-0.01","-0.01","-0.02","0.03","MLS"
"José Adolfo Valencia","2013","ST","730","0.06","-0.03","0.03","-0.01","0.01","0","0.03","MLS"
"Jair Benitez","2013","FB","2651","0.04","-0.01","0.03","0","0","0","0.03","MLS"
"Mauro Rosales","2013","W","2307","-0.02","0.04","0.02","0.01","0","0.01","0.03","MLS"
"Jordan Stewart","2013","FB","1165","0","0","0","0.01","0.02","0.03","0.03","MLS"
"Héctor Jiménez","2013","W","1264","0.01","0.01","0.02","-0.01","0.01","0.01","0.03","MLS"
"Andrew Farrell","2013","FB","3059","0.01","0.01","0.02","0","0.01","0.01","0.03","MLS"
"Jonathan Osorio","2013","CM","1873","0.04","0","0.03","0.01","-0.02","-0.01","0.03","MLS"
"Deshorn Brown","2013","W","2323","0.03","-0.01","0.03","-0.01","0.01","0","0.03","MLS"
"Rodrigues","2023","CB","3248","0.03","-0.01","0.02","0.03","-0.03","0","0.02","MLS"
"Ben Bender","2023","CM","997","0.02","0.01","0.04","0","-0.01","-0.01","0.02","MLS"
"Mikael Uhre","2023","ST","2270","0.02","0.01","0.03","0","0","0","0.02","MLS"
"Roger Espinoza","2023","CM","847","0.02","0.02","0.04","-0.02","0","-0.02","0.02","MLS"
"Rafaelle","2023","CB","600","-0.01","0.02","0.01","-0.05","0.06","0.02","0.02","NWSL"
"Anthony Markanich","2023","FB","1049","0.06","0.01","0.06","-0.02","-0.02","-0.04","0.02","MLS"
"Sean Zawadzki","2023","CB","1708","-0.02","0.03","0","0.04","-0.02","0.02","0.02","MLS"
"Bethany Balcer","2023","W","1528","0.03","0","0.03","-0.02","0.01","-0.01","0.02","NWSL"
"Bret Halsey","2023","FB","249","0.09","0","0.09","-0.01","-0.05","-0.06","0.02","MLS"
"Paige Nielsen","2023","CB","1904","-0.01","0.01","0.01","0","0.02","0.02","0.02","NWSL"
"João Paulo","2023","DM","2580","0.04","-0.03","0.01","0.01","0","0.02","0.02","MLS"
"Donovan Pines","2023","CB","2082","-0.01","-0.01","-0.02","-0.01","0.05","0.04","0.02","MLS"
"Lorenzo Insigne","2023","W","1556","0.03","0","0.03","0.01","-0.02","-0.01","0.02","MLS"
"Paul Arriola","2023","W","1627","0.01","0.02","0.04","0","-0.01","-0.01","0.02","MLS"
"Tomás Avilés","2023","CB","771","0.02","0.02","0.04","0.02","-0.04","-0.02","0.02","MLS"
"Narumi Miura","2023","DM","2002","-0.03","0","-0.04","0.03","0.03","0.06","0.02","NWSL"
"Emily Fox","2023","FB","1601","0.03","0","0.03","-0.03","0.02","-0.01","0.02","NWSL"
"Bryan Oviedo","2023","FB","1792","-0.04","0.01","-0.03","0.04","0.01","0.05","0.02","MLS"
"Jack Elliott","2023","CB","3053","0.02","-0.01","0.02","-0.01","0.01","0","0.02","MLS"
"Jeremy Rafanello","2023","AM","16","-0.01","-0.02","-0.03","0.1","-0.05","0.05","0.02","MLS"
"Yevhen Cheberko","2023","CB","223","-0.05","0.03","-0.02","-0.02","0.06","0.04","0.02","MLS"
"Sofia Jakobsson","2023","W","903","0.04","0.02","0.06","-0.03","-0.01","-0.04","0.02","NWSL"
"Brianna Pinto","2023","DM","446","-0.03","0","-0.03","0.01","0.04","0.05","0.02","NWSL"
"Derrick Williams","2023","CB","2074","0","0","0","0.01","0.01","0.02","0.02","MLS"
"Jack Skahan","2023","W","409","0.04","0.01","0.05","-0.02","-0.01","-0.03","0.02","MLS"
"Nichelle Prince","2023","W","366","-0.03","0.01","-0.01","0.02","0.01","0.03","0.02","NWSL"
"Keegan Rosenberry","2023","FB","2489","-0.01","-0.05","-0.05","0.04","0.03","0.07","0.02","MLS"
"Nouhou Tolo","2023","FB","2200","0","-0.01","-0.02","0.02","0.02","0.04","0.02","MLS"
"Joel Waterman","2023","CB","2502","0.02","-0.04","-0.02","0.03","0.01","0.04","0.02","MLS"
"Klauss","2023","ST","1355","0","-0.02","-0.02","0.06","-0.03","0.04","0.02","MLS"
"Malia Berkely","2023","CB","1543","0.04","-0.04","0","0.01","0","0.02","0.02","NWSL"
"Cristian Espinoza","2023","W","3268","-0.01","0.04","0.02","0","-0.01","-0.01","0.02","MLS"
"Sebastian Anderson","2023","FB","101","-0.1","0.01","-0.09","0.04","0.07","0.11","0.02","MLS"
"Mateusz Klich","2023","CM","3025","-0.03","0.05","0.02","0","0","0","0.02","MLS"
"Erik Duenas","2023","CM","882","-0.07","0.04","-0.03","0.02","0.02","0.04","0.02","MLS"
"Savannah McCaskill","2023","AM","1978","-0.03","0.03","0","-0.01","0.02","0.01","0.02","NWSL"
"Erika Tymrak","2023","AM","809","-0.06","0.03","-0.02","0.01","0.03","0.04","0.02","NWSL"
"Rocky Rodríguez","2023","DM","621","-0.06","0.02","-0.04","0.04","0.01","0.05","0.02","NWSL"
"Kaleigh Kurtz","2023","CB","2097","0","-0.01","-0.01","0","0.02","0.02","0.02","NWSL"
"Michele Vasconcelos","2023","W","399","-0.02","0.02","0","0.02","0","0.02","0.02","NWSL"
"Julián Carranza","2023","ST","2667","0.01","0.01","0.02","0","0","0","0.02","MLS"
"Mary Vignola","2023","FB","1253","0.05","-0.02","0.04","-0.03","0.01","-0.02","0.02","NWSL"
"Derrick Etienne","2022","W","2431","0.04","-0.02","0.02","0","0.01","0.01","0.02","MLS"
"Boris Sekulic","2022","FB","3090","0.01","-0.03","-0.01","0.01","0.03","0.04","0.02","MLS"
"Kristen McNabb","2022","FB","2109","0.01","0.01","0.02","-0.01","0.01","0","0.02","NWSL"
"Ryanne Brown","2022","FB","11","-0.1","0.01","-0.09","0.01","0.1","0.11","0.02","NWSL"
"Osvaldo Alonso","2022","DM","365","-0.04","-0.02","-0.07","0.09","0","0.09","0.02","MLS"
"Mark Delgado","2022","CM","2764","0","-0.01","-0.01","0.02","0.01","0.03","0.02","MLS"
"Justin Meram","2022","W","2451","0","0.02","0.02","-0.01","0.01","0.01","0.02","MLS"
"Moussa Djitté","2022","ST","544","0.03","-0.02","0.01","0.02","-0.01","0.01","0.02","MLS"
"Omir Fernandez","2022","AM","1573","-0.01","0.01","0.01","0.01","0.01","0.02","0.02","MLS"
"Lucas Cavallini","2022","ST","1666","0.03","0.02","0.05","-0.01","-0.01","-0.03","0.02","MLS"
"Jonathan Mensah","2022","CB","2847","0.02","-0.04","-0.02","0.03","0.02","0.05","0.02","MLS"
"Ben Bender","2022","CM","1792","-0.06","0.07","0.01","0","0.01","0.01","0.02","MLS"
"Diana Ordoñez","2022","ST","1483","0.02","-0.02","0","0.01","0.02","0.02","0.02","NWSL"
"Taylor Aylmer","2022","DM","829","-0.01","-0.01","-0.02","0.03","0.01","0.04","0.02","NWSL"
"Damian Rivera","2022","W","474","0.03","-0.03","0","-0.01","0.03","0.02","0.02","MLS"
"Gustavo Bou","2022","ST","1740","0.03","0","0.03","0","-0.01","-0.01","0.02","MLS"
"Jackie Altschuld","2022","W","17","-0.09","-0.01","-0.1","0.13","-0.01","0.12","0.02","NWSL"
"Alejandro Pozuelo","2022","AM","2651","0.01","-0.01","0.01","0.02","0","0.02","0.02","MLS"
"Ethan Zubak","2022","ST","259","0.02","-0.01","0.01","-0.02","0.04","0.02","0.02","MLS"
"Sami Guediri","2022","FB","867","-0.01","0.02","0.01","0.04","-0.03","0.02","0.02","MLS"
"Cecilio Domínguez","2022","W","300","-0.06","0.02","-0.04","0.04","0.03","0.07","0.02","MLS"
"Micael","2022","CM","53","-0.06","0","-0.06","0.06","0.02","0.08","0.02","MLS"
"Gabriele Corbo","2022","CB","1268","0.01","-0.05","-0.03","0.02","0.03","0.05","0.02","MLS"
"Diego Chara","2022","DM","2706","-0.01","-0.01","-0.02","0.05","-0.01","0.04","0.02","MLS"
"Ilie Sánchez","2022","DM","2956","0.01","0.01","0.02","-0.02","0.02","0","0.02","MLS"
"Nicholas DePuy","2022","CB","1446","0.01","-0.02","-0.01","0.02","0.01","0.03","0.02","MLS"
"Kei Kamara","2022","ST","1751","-0.01","0","-0.02","0","0.04","0.04","0.02","MLS"
"Guzmán Corujo","2022","CB","2271","-0.02","-0.02","-0.03","0.06","0","0.05","0.02","MLS"
"Yuya Kubo","2022","CM","1495","0","-0.01","-0.01","0.03","0","0.03","0.02","MLS"
"Aiden McFadden","2022","FB","693","-0.01","0.01","-0.01","0.05","-0.02","0.03","0.02","MLS"
"D.J. Taylor","2022","FB","2275","-0.01","0.01","0","0.04","-0.02","0.01","0.02","MLS"
"Paxton Pomykal","2022","CM","2627","0","0.02","0.02","-0.02","0.02","0","0.02","MLS"
"Samantha Staab","2022","CB","2203","0.08","-0.03","0.04","0.02","-0.05","-0.03","0.02","NWSL"
"Sergio Córdova","2022","ST","2458","0.02","-0.01","0","0.01","0","0.01","0.02","MLS"
"Dylan Nealis","2022","FB","2016","-0.01","0.01","0","0.03","-0.01","0.01","0.02","MLS"
"Kristen Hamilton","2022","ST","2029","0.02","0","0.02","-0.01","0.01","0","0.02","NWSL"
"Fafa Picault","2022","W","2604","0.02","-0.01","0.02","0","0","0","0.02","MLS"
"Felipe","2022","DM","891","0.02","0.03","0.05","-0.04","0.01","-0.03","0.02","MLS"
"Kervin Arriaga","2022","DM","2056","0.02","-0.02","-0.01","0.04","-0.02","0.02","0.02","MLS"
"Matt Miazga","2022","CB","899","0","-0.01","-0.01","0.02","0.01","0.03","0.02","MLS"
"Michael Bradley","2022","DM","3411","0.05","-0.04","0","0.03","-0.02","0.01","0.02","MLS"
"Gyasi Zardes","2022","ST","2499","0","0.02","0.01","0.01","-0.01","0","0.02","MLS"
"Antônio Carlos","2021","CB","2675","0.01","-0.01","0","0.02","0.01","0.03","0.02","MLS"
"Daniel Steres","2021","CB","1267","0.04","-0.01","0.03","0","-0.01","-0.01","0.02","MLS"
"Ilsinho","2021","CM","105","0.09","0.02","0.12","-0.05","-0.04","-0.09","0.02","MLS"
"Julian Dunn-Johnson","2021","CB","95","-0.06","0.03","-0.03","0.11","-0.05","0.06","0.02","MLS"
"Amber Brooks","2021","CB","388","0","0.01","0.01","0","0.01","0.01","0.02","NWSL"
"Niko Hansen","2021","W","502","0.05","0","0.05","-0.05","0.02","-0.03","0.02","MLS"
"Brent Kallman","2021","CB","1412","0.04","-0.01","0.03","-0.02","0.01","-0.01","0.02","MLS"
"Cheyna Matthews","2021","ST","512","0.05","-0.01","0.05","0.03","-0.05","-0.02","0.02","NWSL"
"Haley McCutcheon","2021","FB","2030","0","0.01","0.02","0.01","-0.01","0.01","0.02","NWSL"
"Savannah McCaskill","2021","DM","2155","0.01","0.03","0.04","0.01","-0.03","-0.02","0.02","NWSL"
"Daniel Crisostomo","2021","CM","442","-0.06","0.04","-0.03","0.03","0.02","0.05","0.02","MLS"
"Alfredo Morales","2021","DM","1969","0.03","-0.01","0.02","-0.02","0.03","0.01","0.02","MLS"
"Robbie Robinson","2021","W","1468","0.04","0","0.04","-0.01","0","-0.01","0.02","MLS"
"Samuel Grandsir","2021","W","2226","0.02","-0.01","0.01","0","0.02","0.02","0.02","MLS"
"Derrick Williams","2021","CB","1825","0.04","-0.03","0.01","-0.02","0.02","0.01","0.02","MLS"
"Mark Delgado","2021","DM","2590","0.02","0.03","0.05","-0.02","-0.02","-0.03","0.02","MLS"
"Danny Wilson","2021","CB","2686","0.04","-0.03","0.01","-0.01","0.01","0.01","0.02","MLS"
"Diego Fagundez","2021","W","2757","0.01","0","0.01","0.01","0","0.01","0.02","MLS"
"Ashley Hatch","2021","ST","1678","0.05","-0.01","0.04","0","-0.01","-0.02","0.02","NWSL"
"Boris Sekulic","2021","FB","2514","0.04","-0.01","0.03","0","-0.02","-0.01","0.02","MLS"
"Zachary Brault-Guillard","2021","FB","2243","0.01","0","0.01","-0.01","0.02","0.01","0.02","MLS"
"Cristián Gutiérrez","2021","FB","1698","-0.02","0.01","-0.01","-0.03","0.05","0.03","0.02","MLS"
"Dax McCarty","2021","CM","2227","-0.03","-0.02","-0.05","0.05","0.02","0.07","0.02","MLS"
"Christen Westphal","2021","FB","875","-0.02","-0.04","-0.05","0.05","0.02","0.07","0.02","NWSL"
"Sean Nealis","2021","CB","2674","-0.02","0.02","0","0","0.02","0.02","0.02","MLS"
"Ariel Lassiter","2021","ST","632","0.03","-0.01","0.01","-0.01","0.02","0.01","0.02","MLS"
"Tomás Pochettino","2021","CM","2415","0.01","-0.01","0","0.02","0","0.02","0.02","MLS"
"Erik Hurtado","2021","ST","663","-0.01","0.04","0.02","0","-0.01","-0.01","0.02","MLS"
"Ralph Priso-Mbongue","2021","DM","621","-0.06","0.06","0","0","0.02","0.02","0.02","MLS"
"Hailie Mace","2021","FB","1231","0.03","0.01","0.04","-0.02","0","-0.02","0.02","NWSL"
"Russell Canouse","2021","CM","1867","0.01","-0.05","-0.04","0.03","0.03","0.05","0.02","MLS"
"Mandy Freeman","2021","CB","785","-0.01","-0.01","-0.02","0.05","-0.02","0.03","0.02","NWSL"
"Yamil Asad","2021","W","726","0.03","-0.01","0.01","-0.02","0.02","0","0.02","MLS"
"Yimmi Chará","2020","W","1187","-0.02","0.01","-0.01","0.03","0.01","0.04","0.02","MLS"
"Cristián Gutiérrez","2020","FB","681","-0.01","0.02","0.01","0.01","0","0.01","0.02","MLS"
"Gyasi Zardes","2020","ST","1597","0.01","0.02","0.03","0","0","0","0.02","MLS"
"Midge Purce","2020","W","398","0.07","-0.02","0.05","0","-0.03","-0.02","0.02","NWSL"
"Ariel Lassiter","2020","W","1022","0.02","0","0.02","-0.01","0.02","0.01","0.02","MLS"
"David Accam","2020","W","233","0.02","0.02","0.03","-0.02","0.01","-0.01","0.02","MLS"
"Víctor Cabrera","2020","CB","601","0.05","-0.03","0.01","0.06","-0.05","0.01","0.02","MLS"
"Lucas Cavallini","2020","ST","1581","0.04","-0.01","0.04","-0.01","0","-0.02","0.02","MLS"
"Bressan","2020","CB","1302","0.01","-0.02","0","0.03","-0.01","0.02","0.02","MLS"
"Lassi Lappalainen","2020","FB","729","0.08","0","0.08","-0.03","-0.03","-0.06","0.02","MLS"
"Fafa Picault","2020","W","1120","0.02","-0.03","0","0","0.02","0.02","0.02","MLS"
"Sam Junqua","2020","FB","282","-0.03","0.01","-0.03","0","0.04","0.04","0.02","MLS"
"Maikel van der Werff","2020","CB","991","0.02","-0.04","-0.02","0.01","0.02","0.04","0.02","MLS"
"Collen Warner","2020","DM","204","-0.06","0.01","-0.04","0.02","0.04","0.06","0.02","MLS"
"Jan Gregus","2020","DM","1440","0.02","0","0.02","0.01","-0.01","0","0.02","MLS"
"Rándall Leal","2020","W","1696","-0.03","0","-0.03","0.05","0","0.05","0.02","MLS"
"Lo'eau LaBonta","2020","DM","398","0.04","0.02","0.05","0","-0.04","-0.04","0.02","NWSL"
"Aaron Long","2020","CB","1144","-0.01","0.02","0.01","0.02","-0.01","0.01","0.02","MLS"
"Janio Bikel","2020","CM","1025","-0.07","0.01","-0.06","0.05","0.02","0.08","0.02","MLS"
"Krisztián Németh","2020","ST","212","-0.03","0","-0.03","0.05","0","0.05","0.02","MLS"
"Daryl Dike","2020","ST","1318","-0.02","0","-0.02","0.02","0.02","0.03","0.02","MLS"
